instagram_comments,offensive_language
É um concurso importante sim. Ponto. Olha o alcance que ele tem. Olha o alcance que o discurso dela está tendo. Não desmereça um concurso só por ser de beleza.,0
🤮 nojo só de ver a imagem dele...,1
Amo essa dupla 💐,0
Mano o Haddad parece um rato kkkk,1
@mngalvao se liga nessa galera defendendo q engraçado.,0
Nojo desses lixos.,1
"@joicehasselmannoficial não estou entendendo... A Joice que conhecia antes de toda confusão com os bolsonaros certamente iria concordar com ele.. Pois vc sabe bem q a mídia esquerdista é mídia esquerdista em qualquer lugar do mundo, e essa imagem está sendo propagada pela mídia esquerdista... A mídia conservadora, os conservadores só redor do mundo pensa a mesma coisa q o bolsonaro, q ela é uma pirralha... Ou vc não acha q ela é uma pirralha, apenas mais um fantoche fabricado pela esquerda??",1
Vc tbm tem ajudado.,0
Povo bonito 😍,0
"Sr escroto, ja esta na hora desse Dinossauro se recolher pros aposentos dele em ORLANDO, onde vai gastar o dinheiro que ele ganha das jogatinas dele através do povo idiota, que compra os produtos de quinta que ele oferece.",1
MISERAVEL E ISSO QUE ELE.QUE GUERRA SIVIL.NO BRASIL .TEM QUE FICAR PRESO ESSE INFELIZ.,1
Ainda bem,0
#globolixo #globosta,1
"É cidadão de bem que chama, né?",0
Deixei de assistir essa burralda há muitos meses !!,1
Já estou levantado capeta,1
👏👏👏👏👏👏👏 força Damares.,0
"Um governo que tem medo de participar de debates politicos, é porque não tem projetos para o país, e está aliado com aqueles que tenta comprar o património nacional e transformar esse país em uma colônia.",0
Meu professor merece muito...,0
"Certo, só que Cristina é tudo, menos de eaquerda, sem falar que é super corrupta. Não sei quem é pior, Macri, ela ou Bostonaro.",1
DEVERIA ATINGIR SÓ OS VOTARAM NESTE VERME,1
"INDIGNADAAAAAAA!!!!! onde vamos pararrrrrr.... Ahhhh se fosse com alguma petista, tipo Maria do Rosário!!! A imprensa marrom já teria feito a maior balbúrdia!!! ISSO TEM QUE ACABARRRR!!! 😡😡😡😡",1
Parabéns Benedita você me representa,0
Fico feliz em saber! Você e João Gordo valem sempre a pena!,0
Vichi....CANALHA....#globolixo #globobosta #globonewslixo....#bolsonarotemrazao #somostodosbolsonaro #Bolsonaro2022,1
E chego a perder meu fôlego 👏👏👏👏,0
#joicetraira,1
Traidores da pátria. Culpado do os imbecis que mandam essa gente pra Brasília 😱,1
Boa pergunta!!!,0
"Estou sem palavras... Já acho foda, ver o cabelo afro como moda (a palavra foda saiu para não digitar emocionado) e agora isso.... Lindo lindo",0
O STF acaba com qualquer bom sonho dos Brasileiros !!Vermes .,1
Hahahaha virou uma Índia quando elegeu ele...,0
"Grande merdas! Imagina se todo mundo colocasse a metade de uma foto de um bandido pilantra junto a sua, que ridículo seria! Seus desocupados! #ptnuncamais #lulapilantra",1
"Comédia mesmo, se fosse uma mulher branca o concurso seria opressor, racista, homofóbico, elitista, etc ... Mas como essa linda mulher ganhou e tem a cor negra, agora o concurso é justo, honesto, representa as feminazis, etc ... Que discurso mais contraditório.",1
Afff q merda,0
Esses aí dorme todo dia no colo do capeta! Jesus nao tem nada com essa corja nao.,1
Como me espanta esse Bandido poder falar desse jeito de uma autoridade e nada ser feito contra ele ???? Pq essa blindagem ao Lula ????,1
Que devolva a propina e pare de se meter onde nao foi chamada brachelenta!,1
Existem os ingênuos e os canalhas... Janaína é ingênua!,0
Com todo respeito... esse Homem é muito lindo,0
Ridículo,1
Menina insuportável,1
Parabéns unidos venceremos,0
GRANDE BOSTA!,1
Bando safado,1
"Esse negócio de mulher NEGRA está por fora. Foi escolhida uma MULHER LINDA do continente africano. Mulher é mulher. Ou ela é diferente das outras por causa da sua cor. É mais sensual, mais carinhosa, mais inteligente...???",0
"Ainda bem que na era das trevas, aparece seres iluminados...precisamos muito.👏👏👏👏👏💖",0
Cretino!!!,1
Parabéns Benedita pela indignação.,0
Você faz trabalho de verdadeiro patriota ...por isso sempre achei seu lugar no Brasil 🇧🇷🇧🇷🇧🇷,0
Continua assim Ministra.Os cães ladram e a caravana passa.Voce é uma grande mulher,0
Esse homem devia ser impedido de fazer programas e ser internado pra tratamento isso é inadmissível,1
Haja alfafafa 🐴🐴🐴🐴🐴,1
"dois grandes educadores! parabéns, presidente! ❤️",0
"Vamos trabalhar? Ficar de picuinha não vai ajudar o Brasil, esquece essa cobra e siga em frente.",1
Tadinha de você. A senhora só foi eleita por causa do bolsonaro. O país todo sabe disso,1
Outra esquerdista cara de pau! Não basta os do Brasil! 😡,1
"Eduardo, antes de compartilhar ou divulgar as ideias do artigo, leia, entenda o que o como a imprensa utiliza de distorções, generaliza, omite informações nas narrativas forjadas (isso está como o que a mídia faz), porque consideramos as ideias contidas no artigo, bem práticas e bem assertivas, naturalmente",0
#forabolsonaro #forabolsominionsestupidos #lulapresopolitico #amazoniaficabolsonarosai #amazoniafica,1
"Marionete, na minha opinião ela foi e é uma marionete. Deveria estar estudando e não querendo aparecer por aí, é notório que ela não tem conhecimento nem capacidade de julgar nada nesses assuntos abordados.",1
Alguém tem que tirar esse cara nojento do ar!,1
Ministra imagino sua dor . Acredite que sua vitória está cada dia mais perto !,0
"Essa raca ordinaria nao tem o que fazer. Ganham uma fortuna as custas do povo. Ademais, dona Zambelli. A Joice defendeu o Bolsonaro em muitas ocasioes. Voces sao uns vadios desocupados que perdem o tempo fazendo provocacoes o tempo todo.",1
Típico fariseu!,1
Parabéns!!! 👏👏👏,0
Concordo plenamente,0
"E os trabalhadores nem aí, não existe vontade de lutar por direitos, greve geral só na história",0
Vc & paulo freire ❤@fernandohaddadoficial,0
Demorou pra colocar esse ser na cadeia novamente,1
Mula,1
Gretta speaking and pegeons shitting are the same thing!!!🤢🤮,1
Um grande perdedor!,1
Parabéns Ministro!🙏👏,0
Exatamente!! Não acrescenta nada!!,0
🤣 Bem feito pra essa escrota🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,1
PETISTA = BOSTA,1
"Quanto absurdo, ai isso as feministas de esquerda devem achar bonito",1
👏👏👏👏Benedita cuide se querida .,0
Esse é um nojento!!,1
"Lula so ..vai ganlha, matrícula na cadeia 😂",1
Sérgio Moro..mande prender esse canalha ele está fazendo incitação a violência,1
"E as feministas mal amadas ? Defendem interesses, não a mulher, a irmã. Falsas ❗️",1
Enfermo culiao hijo de la maraca sopla moco te va hace brujería xuxetumsre,1
"Me perdoe, valorosa Dep. Carla Zambeli mas este nosso amado País está por demais corrompido em suas bases mais necessárias para o pleno desenvolvido do progresso tão almejado por todos nós brasileiros. O mal que se infiltrou no nosso meio só sairá se primeiro houver um tratamento de choque ( que tenho até receio de pronunciá-lo) , extirpando por completo a raiz de todos os males e cortando-lhes os veios que a alimenta e só depois partir para atitudes que hoje vemos sendo desenvolvidas no congresso e afins. Considero todo o Congresso Nacional como um símbolo universal necessário da democracia que é importante e imprescindivel para o desenvolvimento saudável dos povos mas o que vemos é um Congresso fraco, abatido, por um lado pela corrupção, por outro pelo desânimo, medo, descaso, irresponsabilidade e descompromisso com o povo, com a Nação. Lamento, mas no passo que estamos indo, chegará o tempo que terão toma",0
Precisamos uma visita de vocês no CMR COLÉGIO MILITAR DE RECIFE!,0
Carniça nunca mais,1
"Agora tu ataca né,quando queria se promover pela fé, vc é uma nojenta",1
Desanimador.,0
Rapunzel,0
"Amo a Leda, ela é a verdadeira jornalista. Ela faz TODAS as perguntas,boas ou não, toca em todas as feridas, mas sempre com educação, imparcialidade, gentileza. Amooo",0
"Parabéns Professor Fernando Haddad, você merece .",0
"@joicehasselmannoficial, tao pirralha é mimada qto a Greta. Cresce um pouquinho vai !!!",1
mafioso..bandido..,1
Nem acredito!!! 💞💞💞,0
Ela é muito espuma. Fica em cima do muro e vai para onde o vento sopra ( biruta),1
"Deus onrre nosso governo. E parabéns pela perseverança, nunca desista do Brasil estamos com vocês, o Brasil precisa de pessos de coragem para enfrentar o militantes vermelho.",1
Se deu mal...globolixo,1
Meu presidente,0
Isso é um nojento. 🤮🤮🤮🤮,1
"Esse homem é ridículo e sem noção, aja paciência p ouvir tanta asneiras 🙄",1
"Poucos vão sentir, porque a maioria dos Bolsotários são desempregados ou autônomos. Nem irão perceber o impacto na Economia. Não são gente. São espíritos encarnados",1
Eca!😠😠,1
"😂😂😂 o que fazemos, recebemos! Seja o que for.",0
Eu acho Carla que isso é baixaria não combina com vc coloca no seu lugar e fica na sua,1
PARABÉNS presidente Bolsonaro e todos os seus ministros. 🇧🇷🙏😎,0
Parabéns professor Haddad ❤👏👏👏👏,0
Fale-nos sobre roubar dinheiro de aposentados. Você tem know-how!,1
"Pra tinha que emudecer esse canalha ladrao safado, tem que lavar isso que ele chama de boca pra falar de. Moro",1
Canalha comunista,1
jura,0
Tamo junto,0
Qui lindo estava precisando de uma educaçao de qualidade no nosso paiz graças ao nosso presidente isto está acontecendo,0
"Nojo eu tenho de meleca, o q sinto por esse asno não tem nome😡😡😡🤮🤮🤮🤮💩💩💩💩💩",1
Toda vez que o João Gordo falava professor era uma tristeza por lembrar que deveria ser presidente 😢 #forabolsonaro,0
Gente esse cara deve envergonhar até o Satanás.,1
Estava estranhando na legenda não ter relação alguma com o Lula. Aí vi o nome do fotógrafo...,0
😂😂😂👏👏👏vc vai ser juíza do lula .imaginando,0
Cadê a democracia ???,0
Haddad: sabedoria e dignidade!,0
Nem tudo está perdido aqui no Rio Grande.Parabéns,0
Esse velho tá louco,1
Grande porcaria...Até Ritle e Stalin já fizeram parte desse time!,1
@manueladavila a bolsa despencou na argentina !,0
A petralha tá fudida,1
vc é lindo viu,0
Muito amor numa foto,0
quanta gente ruim em uma unica foto,1
Amores❤️❤️❤️,0
Só de pensar que perdemos esse presidente....💔,0
"O que mais tem é idiota na política PT e seus puxadinhos, são campeões na categoria.",1
"👏🏾👏🏾👏🏾👏🏾parabéns Janaína, Vms pedir ao Presidente para calar os filhos, e deixar Ele trabalhar,",0
Comunista hipócrita nojento lixos,1
Bolsonaro 17 sempre o único que colocou e investigou o partido mais desonesto do Brasil Pt e seus ladroes,1
Impressionante! Me comovi por demais! Excelente!,0
So tem petistas aqui agora kkk,0
Quem conhece as Escolas militares sabe o valor que elas tem na formação de nossos jovens.,0
"SENSACIONAL É BEM PÔR AI MESMOOO, ELE ESTÁ PREOCUPADO PORQUÊ SERA, QUEM Ñ DEVE Ñ TEME, SIMPLES ASSIM!!!",0
"Sessão solene pela invasão da Polônia??? Que isso?!!!! 😟 Bah, que decepção.",0
"Ridículo esse tal de Silvio Santos , ficou rico às custas da ignorância do povo!",1
"nosso presidente é top, rumo ao crescimento",0
sei não. . .,0
"E uma coitada , não tem credibilidade aqui nao",1
Deve ter muitos bolsoburros se rasgando!!!!!!,1
Eu também faço parte dos 50%,0
Puta nojo desse cara,1
"Sonhando a hora em que o barril de banha do inhonho botafogo, for condenado. Aí será a Vitória.",1
🤣🤣🤣🤣🇧🇷🇧🇷🇧🇷🇧🇷#joicetraidora,1
Parabéns! Só um professor reconhece o verdadeiro valor da educação👏👏,0
É inacreditável!! Bando de vermes !!!!,1
Poica branca nao cança de passar vergonha. Kkkkkk,1
"Deputada o tapa foi na cara de todos nós que sendo pardos, brancos,índios,etc estrangeiras ou não sentimos a mesma dor,essa violência atingiu toda humanidade que tem respeito e dignidade.",0
Desespero da globolixo,1
Lider miojo kkkkkk,1
"Um abraço gigante do tamanho da estatura política de vcs, seus lindos de luta!❤️",0
É bom ter inimigos por perto para entender suas estratégias e Combater de modos eficaz...,0
Traidores,1
A esquerdalha e a que mais fábrica fake News eles são Mestre. Nisto,1
Todos vagabundo ladrão este Tau de Huberto e um pagã e pernabuco,1
"A resposta para um senhora desse , já que o dinheiro não vai ser devolvido. É um grande VA SE LASCAR, esquece o BRASIL e vá cuidar dos seus problemas",1
Vai aceitar debate com Gabriel ou vai correr?,0
Este canalha estar livre é uma vergonha.,1
"Verdade, domingo teve um show da Unilever em Candeias/ Pernambuco# a multidão cantava Lula livre! E olhe que a prefeitura é Bolsonaro.",0
Eu só queria que a Maísa desse um pé na bunda desse nojento! Uma rainha daquelas❤️,1
Covardes!,1
"Esquerdista agora fala em democracia porque levou uma surra no voto, assim como vagabundo jura por Deus depois de um tapa na lateral.🤣",1
#frenteemdefesadasoberania #brasilsobataque #brasilsobataquefascista #obrasilénosso,1
É um imbecil!,1
"Negra, de cabelos curtos, com uma fala emponderada... Ela é linda!! Deu de padrãozinho e misses sempre iguais! Toda mulher pode ser linda!",0
Com os escândalos aparecendo da p vê Q o Lula é um bandidao mesmo 🤣🤣🤣🤣,1
"Vejam que as décadas de empenho da Rede Globo de Televisão, em destruir as famílias tradicionais brasileiras. Tem afetado também os próprios promotores desta destruição, que lutam. Por um Brasil 100% drogado, pedófilo, gay, lésbico, bandido, criminoso e com satanás no coração. Todos os anos vemos artistas, funcionários da referida emissora sendo presos, internados por posse e uso de entorpecentes. Muitos definhando e falecendo por terem contraído doenças graves, sexualmente transmissíveis inclusive o HIV. Colhemos aquilo que plantamos!",1
😂😂😂😂😂😂😂😂😂😂toma pepa,1
Pirralha Pirralha,1
Eis o homem de bem. 😏,0
Congresso nacional vergonha do Brasil 😣😣😣😣😣😣,1
#globolixo,1
Parabéns Haddad,0
Avante 🏆🇧🇷👏,0
Vagabunda,1
"Esse moço tem que manter sua boca fechada,fala desnecessariamente",0
Malandro,1
❤️❤️❤️❤️❤️❤️❤️❤️ quanto amoor numa foto so,0
Herdou a desgraca,1
Meus heróis da educação!❤️,0
Parabéns! 👏👏👏💪😍,0
Esse nosso presidente!!!,0
Bando de safado e bandido!!,1
Haddad 2022 por favor!!!,0
Meu professor!❤️,0
Bravíssima colocação! É de aplaudir de pé! 😀✊🏾👏🏾👏🏾👏🏾👏🏾,0
É muito mimimi,1
"Tudo bem !!! Assim o grupo Globo vai todo em cana, junto com a folha e outros!!!",1
Esses religiosos,0
Acredito que se cada um concentrar o tempo disponível em outras causas e esquecer Bi,0
"Bem feito, colocaram ele ai, agora aguenta. Estes premios deveria ser só para quem votou nele.",0
@ledanagleoficial se tornou maravilhosa nesse seu novo trabalho!,0
"Parabéns, professor!!",0
PT nunca mais,1
Repugnante,1
ninguém segura esse governo! pra cima deles! 👏😍🇧🇷,0
"Fiz bem em votar em te. Valeu o meu voto, mesmo que não ganhaste. Mas votei , em pessoa de bem. Votei em um professor com eu. E votaria outra vez.Feliz Natal.",0
Esquerdista @joicehasselmannoficial deixa de propagar merda e vai trabalhar pq nunca mais vc se elege!! Todos com @jairmessiasbolsonaro 🇧🇷👉🏻😎,1
Segue ai amigos @nataliagontijopsi,0
Escroto!,1
ABSURDO !,0
Interessante!,0
Pena porque não tem milhões para sua conta mais não é tranbiqueira.,1
